WAA ID,BASIN,LOCATION,RIVMILE,SITE_LOC_ID,COLL_DATE,COLLECT,Replicate,MACRO_GENSPECIES,INDIV,Stage,TAXONOMIST,Comments,#_Grids,PercentWTSorted,TotalInd,ClientProjectName
470.15-003,4,BLAK_N_T1,1.1,04-BLAK_N_T1-1.1,7/23/2019,9,,Paratanytarsus sp.,1,L,WAA,,14,,205,GENS SCR
470.15-003,4,BLAK_N_T1,1.1,04-BLAK_N_T1-1.1,7/23/2019,9,,Paratendipes sp.,2,L,WAA,,14,,205,GENS SCR
470.15-003,4,BLAK_N_T1,1.1,04-BLAK_N_T1-1.1,7/23/2019,9,,Physella sp.,4,L,WAA,,14,,205,GENS SCR
470.15-003,4,BLAK_N_T1,1.1,04-BLAK_N_T1-1.1,7/23/2019,9,,Pisidium sp.,15,L,WAA,,14,,205,GENS SCR
470.15-003,4,BLAK_N_T1,1.1,04-BLAK_N_T1-1.1,7/23/2019,9,,Polypedilum sp.,1,L,WAA,,14,,205,GENS SCR
470.15-003,4,BLAK_N_T1,1.1,04-BLAK_N_T1-1.1,7/23/2019,9,,Procladius sp.,18,L,WAA,,14,,205,GENS SCR
470.15-003,4,BLAK_N_T1,1.1,04-BLAK_N_T1-1.1,7/23/2019,9,,Sialis sp.,3,L,WAA,,14,,205,GENS SCR
470.15-003,4,BLAK_N_T1,1.1,04-BLAK_N_T1-1.1,7/23/2019,9,,Stenochironomus sp.,1,L,WAA,,14,,205,GENS SCR
470.15-003,4,BLAK_N_T1,1.1,04-BLAK_N_T1-1.1,7/23/2019,9,,Tanytarsus sp.,51,L,WAA,,14,,205,GENS SCR
470.15-003,4,BLAK_N_T1,1.1,04-BLAK_N_T1-1.1,7/23/2019,9,,Tipula sp.,1,L,WAA,,14,,205,GENS SCR
470.15-003,4,BLAK_N_T1,1.1,04-BLAK_N_T1-1.1,7/23/2019,9,,Undet. Tubificidae,13,L,WAA,,14,,205,GENS SCR
470.15-003,4,BLAK_N_T1,1.1,04-BLAK_N_T1-1.1,7/23/2019,9,,Undetermined Culicidae,1,L,WAA,im,14,,205,GENS SCR
470.15-003,4,BLAK_N_T1,1.1,04-BLAK_N_T1-1.1,7/23/2019,9,,Undetermined Erpobdellidae,1,L,WAA,im,14,,205,GENS SCR
470.15-003,4,BLAK_N_T1,1.1,04-BLAK_N_T1-1.1,7/23/2019,9,,Undetermined Lymnaeidae,1,L,WAA,im,14,,205,GENS SCR
470.15-003,4,BLAK_N_T1,1.1,04-BLAK_N_T1-1.1,7/23/2019,9,,Undetermined Naididae,26,L,WAA,,14,,205,GENS SCR
470.15-003,4,BLAK_N_T1,1.1,04-BLAK_N_T1-1.1,7/23/2019,9,,Undetermined Planorbidae,8,L,WAA,"dam, Planorbella",14,,205,GENS SCR
470.15-003,4,BLAK_N_T1,1.1,04-BLAK_N_T1-1.1,7/23/2019,9,,Undetermined Tabanidae,1,L,WAA,im,14,,205,GENS SCR
470.15-003,4,BLAK_N_T1,1.1,04-BLAK_N_T1-1.1,7/23/2019,9,,Undetermined Tanytarsini,2,L,WAA,,14,,205,GENS SCR
470.15-004,4,BEBE,1.5,04-BEBE-1.5,7/23/2019,1,,Aulodrilus limnobius,3,L,WAA,,,40.03,100,GENS SCR
470.15-004,4,BEBE,1.5,04-BEBE-1.5,7/23/2019,1,,Caenis sp.,40,L,WAA,,,40.03,100,GENS SCR
470.15-004,4,BEBE,1.5,04-BEBE-1.5,7/23/2019,1,,Chironomus sp.,2,L,WAA,,,40.03,100,GENS SCR
470.15-004,4,BEBE,1.5,04-BEBE-1.5,7/23/2019,1,,Corbicula fluminea,2,L,WAA,,,40.03,100,GENS SCR
470.15-004,4,BEBE,1.5,04-BEBE-1.5,7/23/2019,1,,Cricotopus bicinctus,2,L,WAA,,,40.03,100,GENS SCR
470.15-004,4,BEBE,1.5,04-BEBE-1.5,7/23/2019,1,,Dicrotendipes sp.,2,L,WAA,,,40.03,100,GENS SCR
470.15-004,4,BEBE,1.5,04-BEBE-1.5,7/23/2019,1,,Dubiraphia sp.,2,L,WAA,,,40.03,100,GENS SCR
470.15-004,4,BEBE,1.5,04-BEBE-1.5,7/23/2019,1,,Ectopria sp.,2,L,WAA,,,40.03,100,GENS SCR
470.15-004,4,BEBE,1.5,04-BEBE-1.5,7/23/2019,1,,Ephemera sp.,5,L,WAA,,,40.03,100,GENS SCR
470.15-004,4,BEBE,1.5,04-BEBE-1.5,7/23/2019,1,,Ferrissia sp.,2,L,WAA,,,40.03,100,GENS SCR
470.15-004,4,BEBE,1.5,04-BEBE-1.5,7/23/2019,1,,Gammarus sp.,1,L,WAA,,,40.03,100,GENS SCR
470.15-004,4,BEBE,1.5,04-BEBE-1.5,7/23/2019,1,,Limnodrilus hoffmeisteri,2,L,WAA,,,40.03,100,GENS SCR
470.15-004,4,BEBE,1.5,04-BEBE-1.5,7/23/2019,1,,Polypedilum flavum,1,L,WAA,,,40.03,100,GENS SCR
470.15-004,4,BEBE,1.5,04-BEBE-1.5,7/23/2019,1,,Procloeon sp.,2,L,WAA,,,40.03,100,GENS SCR
470.15-004,4,BEBE,1.5,04-BEBE-1.5,7/23/2019,1,,Rheotanytarsus exiguus gr.,3,L,WAA,,,40.03,100,GENS SCR
470.15-004,4,BEBE,1.5,04-BEBE-1.5,7/23/2019,1,,Stenacron sp.,1,L,WAA,im,,40.03,100,GENS SCR
470.15-004,4,BEBE,1.5,04-BEBE-1.5,7/23/2019,1,,Stenelmis sp.,14,L,WAA,3 adults,,40.03,100,GENS SCR
470.15-004,4,BEBE,1.5,04-BEBE-1.5,7/23/2019,1,,Stenonema femoratum,5,L,WAA,,,40.03,100,GENS SCR
470.15-004,4,BEBE,1.5,04-BEBE-1.5,7/23/2019,1,,Stictochironomus sp.,3,L,WAA,,,40.03,100,GENS SCR
470.15-004,4,BEBE,1.5,04-BEBE-1.5,7/23/2019,1,,Thienemannimyia gr. spp.,1,L,WAA,,,40.03,100,GENS SCR
470.15-004,4,BEBE,1.5,04-BEBE-1.5,7/23/2019,1,,Tribelos/Endochironomus/Phaenopsectra Co,1,L,WAA,,,40.03,100,GENS SCR
470.15-004,4,BEBE,1.5,04-BEBE-1.5,7/23/2019,1,,Undetermined Cambaridae,3,L,WAA,im,,40.03,100,GENS SCR
470.15-004,4,BEBE,1.5,04-BEBE-1.5,7/23/2019,1,,Undetermined Unionidae,1,L,WAA,,,40.03,100,GENS SCR
470.15-005,4,HONY_T13,5.7,04-HONY_T13-5.7,7/23/2019,1,,Antocha sp.,1,L,WAA,,,14.65,100,GENS SCR
470.15-005,4,HONY_T13,5.7,04-HONY_T13-5.7,7/23/2019,1,,Atherix sp.,6,L,WAA,,,14.65,100,GENS SCR
470.15-005,4,HONY_T13,5.7,04-HONY_T13-5.7,7/23/2019,1,,Aulodrilus limnobius,1,L,WAA,,,14.65,100,GENS SCR
470.15-005,4,HONY_T13,5.7,04-HONY_T13-5.7,7/23/2019,1,,Baetis flavistriga,1,L,WAA,,,14.65,100,GENS SCR
470.15-005,4,HONY_T13,5.7,04-HONY_T13-5.7,7/23/2019,1,,Boyeria grafiana,1,L,WAA,,,14.65,100,GENS SCR
470.15-005,4,HONY_T13,5.7,04-HONY_T13-5.7,7/23/2019,1,,Boyeria vinosa,1,L,WAA,,,14.65,100,GENS SCR
470.15-005,4,HONY_T13,5.7,04-HONY_T13-5.7,7/23/2019,1,,Caecidotea sp.,1,L,WAA,,,14.65,100,GENS SCR
470.15-005,4,HONY_T13,5.7,04-HONY_T13-5.7,7/23/2019,1,,Ceratopsyche sparna,9,L,WAA,agg 8,,14.65,100,GENS SCR
470.15-005,4,HONY_T13,5.7,04-HONY_T13-5.7,7/23/2019,1,,Cheumatopsyche sp.,13,L,WAA,,,14.65,100,GENS SCR
470.15-005,4,HONY_T13,5.7,04-HONY_T13-5.7,7/23/2019,1,,Dicranota sp.,3,L,WAA,,,14.65,100,GENS SCR
470.15-005,4,HONY_T13,5.7,04-HONY_T13-5.7,7/23/2019,1,,Hydropsyche betteni,12,L,WAA,agg 2,,14.65,100,GENS SCR
470.15-005,4,HONY_T13,5.7,04-HONY_T13-5.7,7/23/2019,1,,Lype diversa,1,L,WAA,,,14.65,100,GENS SCR
470.15-005,4,HONY_T13,5.7,04-HONY_T13-5.7,7/23/2019,1,,Micropsectra/Tanytarsus Complex,1,L,WAA,,,14.65,100,GENS SCR
470.15-005,4,HONY_T13,5.7,04-HONY_T13-5.7,7/23/2019,1,,Microtendipes pedellus gr.,2,L,WAA,,,14.65,100,GENS SCR
470.15-005,4,HONY_T13,5.7,04-HONY_T13-5.7,7/23/2019,1,,Optioservus sp.,4,L,WAA,2A 2L,,14.65,100,GENS SCR
470.15-005,4,HONY_T13,5.7,04-HONY_T13-5.7,7/23/2019,1,,Parametriocnemus sp.,2,L,WAA,,,14.65,100,GENS SCR
470.15-005,4,HONY_T13,5.7,04-HONY_T13-5.7,7/23/2019,1,,Paratanytarsus sp.,1,L,WAA,,,14.65,100,GENS SCR
470.15-005,4,HONY_T13,5.7,04-HONY_T13-5.7,7/23/2019,1,,Polypedilum aviceps,4,L,WAA,,,14.65,100,GENS SCR
470.15-005,4,HONY_T13,5.7,04-HONY_T13-5.7,7/23/2019,1,,Polypedilum flavum,1,L,WAA,,,14.65,100,GENS SCR
470.15-005,4,HONY_T13,5.7,04-HONY_T13-5.7,7/23/2019,1,,Polypedilum illinoense,1,L,WAA,,,14.65,100,GENS SCR
470.15-005,4,HONY_T13,5.7,04-HONY_T13-5.7,7/23/2019,1,,Rheocricotopus sp.,1,L,WAA,,,14.65,100,GENS SCR
470.15-005,4,HONY_T13,5.7,04-HONY_T13-5.7,7/23/2019,1,,Simulium sp.,4,L,WAA,,,14.65,100,GENS SCR
470.15-005,4,HONY_T13,5.7,04-HONY_T13-5.7,7/23/2019,1,,Sphaerium sp.,2,L,WAA,,,14.65,100,GENS SCR
470.15-005,4,HONY_T13,5.7,04-HONY_T13-5.7,7/23/2019,1,,Stenelmis sp.,23,L,WAA,15A 9L,,14.65,100,GENS SCR
470.15-005,4,HONY_T13,5.7,04-HONY_T13-5.7,7/23/2019,1,,Thienemannimyia gr. spp.,1,L,WAA,,,14.65,100,GENS SCR
470.15-005,4,HONY_T13,5.7,04-HONY_T13-5.7,7/23/2019,1,,Undetermined Tabanidae,3,L,WAA,,,14.65,100,GENS SCR
470.15-006,4,LCON,0.6,04-LCON-0.6,7/23/2019,1,,Baetis flavistriga,6,L,WAA,,,2.95,100,GENS SCR
470.15-006,4,LCON,0.6,04-LCON-0.6,7/23/2019,1,,Baetis intercalaris,6,L,WAA,,,2.95,100,GENS SCR
470.15-006,4,LCON,0.6,04-LCON-0.6,7/23/2019,1,,Cricotopus/Orthocladius Complex,2,L,WAA,,,2.95,100,GENS SCR
470.15-006,4,LCON,0.6,04-LCON-0.6,7/23/2019,1,,Diamesa sp.,1,L,WAA,,,2.95,100,GENS SCR
470.15-006,4,LCON,0.6,04-LCON-0.6,7/23/2019,1,,Eukiefferiella coerulescens gr.,1,L,WAA,,,2.95,100,GENS SCR
470.15-006,4,LCON,0.6,04-LCON-0.6,7/23/2019,1,,Hemerodromia sp.,1,L,WAA,,,2.95,100,GENS SCR
470.15-006,4,LCON,0.6,04-LCON-0.6,7/23/2019,1,,Micropsectra/Tanytarsus Complex,2,L,WAA,,,2.95,100,GENS SCR
470.15-006,4,LCON,0.6,04-LCON-0.6,7/23/2019,1,,Polypedilum aviceps,3,L,WAA,,,2.95,100,GENS SCR
470.15-006,4,LCON,0.6,04-LCON-0.6,7/23/2019,1,,Polypedilum flavum,31,L,WAA,,,2.95,100,GENS SCR
470.15-006,4,LCON,0.6,04-LCON-0.6,7/23/2019,1,,Polypedilum illinoense,3,L,WAA,,,2.95,100,GENS SCR
470.15-006,4,LCON,0.6,04-LCON-0.6,7/23/2019,1,,Rheotanytarsus exiguus gr.,1,L,WAA,,,2.95,100,GENS SCR
470.15-006,4,LCON,0.6,04-LCON-0.6,7/23/2019,1,,Simulium sp.,34,L,WAA,,,2.95,100,GENS SCR
470.15-006,4,LCON,0.6,04-LCON-0.6,7/23/2019,1,,Thienemanniella sp.,3,L,WAA,,,2.95,100,GENS SCR
470.15-006,4,LCON,0.6,04-LCON-0.6,7/23/2019,1,,Thienemannimyia gr. spp.,2,L,WAA,,,2.95,100,GENS SCR
470.15-006,4,LCON,0.6,04-LCON-0.6,7/23/2019,1,,Tvetenia bavarica gr.,1,L,WAA,,,2.95,100,GENS SCR
470.15-006,4,LCON,0.6,04-LCON-0.6,7/23/2019,1,,Undetermined Turbellaria,3,L,WAA,,,2.95,100,GENS SCR
470.15-007,4,GENS,35.1,04-GENS-35.1,7/23/2019,1,,Argia sp.,2,L,WAA,dam,,30.94,100,GENS SCR
470.15-007,4,GENS,35.1,04-GENS-35.1,7/23/2019,1,,Attenella sp.,1,L,WAA,,,30.94,100,GENS SCR
470.15-007,4,GENS,35.1,04-GENS-35.1,7/23/2019,1,,Caenis sp.,1,L,WAA,,,30.94,100,GENS SCR
470.15-007,4,GENS,35.1,04-GENS-35.1,7/23/2019,1,,Cheumatopsyche sp.,2,L,WAA,,,30.94,100,GENS SCR
470.15-007,4,GENS,35.1,04-GENS-35.1,7/23/2019,1,,Gammarus sp.,8,L,WAA,,,30.94,100,GENS SCR
470.15-007,4,GENS,35.1,04-GENS-35.1,7/23/2019,1,,Hexagenia sp.,1,L,WAA,,,30.94,100,GENS SCR
470.15-007,4,GENS,35.1,04-GENS-35.1,7/23/2019,1,,Hydropsyche betteni,1,L,WAA,,,30.94,100,GENS SCR
470.15-007,4,GENS,35.1,04-GENS-35.1,7/23/2019,1,,Isonychia bicolor,5,L,WAA,,,30.94,100,GENS SCR
470.15-007,4,GENS,35.1,04-GENS-35.1,7/23/2019,1,,Leucrocuta sp.,8,L,WAA,,,30.94,100,GENS SCR
470.15-007,4,GENS,35.1,04-GENS-35.1,7/23/2019,1,,Maccaffertium sp.,59,L,WAA,dam,,30.94,100,GENS SCR
470.15-007,4,GENS,35.1,04-GENS-35.1,7/23/2019,1,,Optioservus sp.,3,L,WAA,1 adult,,30.94,100,GENS SCR
470.15-007,4,GENS,35.1,04-GENS-35.1,7/23/2019,1,,Parametriocnemus sp.,1,L,WAA,,,30.94,100,GENS SCR
470.15-007,4,GENS,35.1,04-GENS-35.1,7/23/2019,1,,Polypedilum illinoense,2,L,WAA,,,30.94,100,GENS SCR
470.15-007,4,GENS,35.1,04-GENS-35.1,7/23/2019,1,,Stenacron sp.,1,L,WAA,,,30.94,100,GENS SCR
470.15-007,4,GENS,35.1,04-GENS-35.1,7/23/2019,1,,Stenelmis sp.,1,L,WAA,,,30.94,100,GENS SCR
470.15-007,4,GENS,35.1,04-GENS-35.1,7/23/2019,1,,Tricorythodes sp.,1,L,WAA,,,30.94,100,GENS SCR
470.15-007,4,GENS,35.1,04-GENS-35.1,7/23/2019,1,,Undetermined Baetidae,3,L,WAA,im,,30.94,100,GENS SCR
470.15-008,4,CONE,1.9,04-CONE-1.9,7/23/2019,1,,Aulodrilus limnobius,2,L,WAA,,,7.08,100,GENS SCR
470.15-008,4,CONE,1.9,04-CONE-1.9,7/23/2019,1,,Baetis flavistriga,8,L,WAA,,,7.08,100,GENS SCR
470.15-008,4,CONE,1.9,04-CONE-1.9,7/23/2019,1,,Baetis intercalaris,1,L,WAA,,,7.08,100,GENS SCR
470.15-008,4,CONE,1.9,04-CONE-1.9,7/23/2019,1,,Baetis tricaudatus,1,L,WAA,,,7.08,100,GENS SCR
470.15-008,4,CONE,1.9,04-CONE-1.9,7/23/2019,1,,Cardiocladius obscurus,1,L,WAA,,,7.08,100,GENS SCR
470.15-008,4,CONE,1.9,04-CONE-1.9,7/23/2019,1,,Ceratopsyche bronta,2,L,WAA,,,7.08,100,GENS SCR
470.15-008,4,CONE,1.9,04-CONE-1.9,7/23/2019,1,,Ceratopsyche morosa,1,L,WAA,,,7.08,100,GENS SCR
470.15-008,4,CONE,1.9,04-CONE-1.9,7/23/2019,1,,Ceratopsyche sparna,12,L,WAA,,,7.08,100,GENS SCR
470.15-008,4,CONE,1.9,04-CONE-1.9,7/23/2019,1,,Cheumatopsyche sp.,8,L,WAA,,,7.08,100,GENS SCR
470.15-008,4,CONE,1.9,04-CONE-1.9,7/23/2019,1,,Chimarra obscura,5,L,WAA,,,7.08,100,GENS SCR
470.15-008,4,CONE,1.9,04-CONE-1.9,7/23/2019,1,,Chimarra sp.,7,L,WAA,aterrima/socia,,7.08,100,GENS SCR
470.15-008,4,CONE,1.9,04-CONE-1.9,7/23/2019,1,,Hydropsyche betteni,15,L,WAA,,,7.08,100,GENS SCR
470.15-008,4,CONE,1.9,04-CONE-1.9,7/23/2019,1,,Isonychia bicolor,1,L,WAA,,,7.08,100,GENS SCR
470.15-008,4,CONE,1.9,04-CONE-1.9,7/23/2019,1,,Maccaffertium mediopunctatum,6,L,WAA,agg 2,,7.08,100,GENS SCR
470.15-008,4,CONE,1.9,04-CONE-1.9,7/23/2019,1,,Microtendipes pedellus gr.,1,L,WAA,,,7.08,100,GENS SCR
470.15-008,4,CONE,1.9,04-CONE-1.9,7/23/2019,1,,Polypedilum flavum,10,L,WAA,,,7.08,100,GENS SCR
470.15-008,4,CONE,1.9,04-CONE-1.9,7/23/2019,1,,Psephenus herricki,2,L,WAA,,,7.08,100,GENS SCR
470.15-008,4,CONE,1.9,04-CONE-1.9,7/23/2019,1,,Simulium sp.,1,L,WAA,,,7.08,100,GENS SCR
470.15-008,4,CONE,1.9,04-CONE-1.9,7/23/2019,1,,Stenelmis sp.,11,L,WAA,2A 9L,,7.08,100,GENS SCR
470.15-008,4,CONE,1.9,04-CONE-1.9,7/23/2019,1,,Tvetenia bavarica gr.,1,L,WAA,,,7.08,100,GENS SCR
470.15-008,4,CONE,1.9,04-CONE-1.9,7/23/2019,1,,Undetermined Turbellaria,4,L,WAA,,,7.08,100,GENS SCR
470.15-009,4,UGNS_T30,1.2,04-UGNS_T30-1.2,7/23/2019,1,,Baetis flavistriga,4,L,WAA,,,4.14,100,GENS SCR
470.15-009,4,UGNS_T30,1.2,04-UGNS_T30-1.2,7/23/2019,1,,Caecidotea sp.,2,L,WAA,,,4.14,100,GENS SCR
470.15-009,4,UGNS_T30,1.2,04-UGNS_T30-1.2,7/23/2019,1,,Cheumatopsyche sp.,26,L,WAA,,,4.14,100,GENS SCR
470.15-009,4,UGNS_T30,1.2,04-UGNS_T30-1.2,7/23/2019,1,,Chimarra sp.,1,L,WAA,aterrima/socia,,4.14,100,GENS SCR
470.15-009,4,UGNS_T30,1.2,04-UGNS_T30-1.2,7/23/2019,1,,Corynoneura sp.,1,L,WAA,,,4.14,100,GENS SCR
470.15-009,4,UGNS_T30,1.2,04-UGNS_T30-1.2,7/23/2019,1,,Cricotopus/Orthocladius Complex,1,L,WAA,,,4.14,100,GENS SCR
470.15-009,4,UGNS_T30,1.2,04-UGNS_T30-1.2,7/23/2019,1,,Hemerodromia sp.,1,L,WAA,,,4.14,100,GENS SCR
470.15-009,4,UGNS_T30,1.2,04-UGNS_T30-1.2,7/23/2019,1,,Hydropsyche betteni,4,L,WAA,agg 2,,4.14,100,GENS SCR
470.15-009,4,UGNS_T30,1.2,04-UGNS_T30-1.2,7/23/2019,1,,Micropsectra/Tanytarsus Complex,4,L,WAA,,,4.14,100,GENS SCR
470.15-009,4,UGNS_T30,1.2,04-UGNS_T30-1.2,7/23/2019,1,,Parametriocnemus sp.,5,L,WAA,,,4.14,100,GENS SCR
470.15-009,4,UGNS_T30,1.2,04-UGNS_T30-1.2,7/23/2019,1,,Paratanytarsus sp.,2,L,WAA,,,4.14,100,GENS SCR
470.15-009,4,UGNS_T30,1.2,04-UGNS_T30-1.2,7/23/2019,1,,Paratendipes sp.,1,L,WAA,,,4.14,100,GENS SCR
470.15-009,4,UGNS_T30,1.2,04-UGNS_T30-1.2,7/23/2019,1,,Polypedilum aviceps,9,L,WAA,,,4.14,100,GENS SCR
470.15-009,4,UGNS_T30,1.2,04-UGNS_T30-1.2,7/23/2019,1,,Polypedilum flavum,16,L,WAA,,,4.14,100,GENS SCR
470.15-009,4,UGNS_T30,1.2,04-UGNS_T30-1.2,7/23/2019,1,,Rheotanytarsus exiguus gr.,3,L,WAA,,,4.14,100,GENS SCR
470.15-009,4,UGNS_T30,1.2,04-UGNS_T30-1.2,7/23/2019,1,,Simulium sp.,1,L,WAA,,,4.14,100,GENS SCR
470.15-009,4,UGNS_T30,1.2,04-UGNS_T30-1.2,7/23/2019,1,,Stenelmis sp.,13,L,WAA,1A 12L,,4.14,100,GENS SCR
