MACRO_FIELD_DATA_HISTORY_ID,EVENT_ID,BIOSAMPLE_COLLECT_METHOD_ID,BIOSAMPLE_COLLECT_METHOD_ID_NOTE,MFDH_EPHEMEROPTERA_IND,MFDH_PLECOPTERA_IND,MFDH_TRICHOPTERA_IND,MFDH_COLEOPTERA_IND,MFDH_MEGALOPTERA_IND,MFDH_ODOFALSEATA_IND,MFDH_CHIROFALSEOMIDAE_IND,MFDH_SIMULIIDAE_IND,MFDH_DECAPODS_IND,MFDH_GAMMARIDAE_IND,MFDH_MOLLUSCA_IND,MFDH_OLIGOCHAETA_IND,MFDH_TIPULIDAE_IND,MFDH_OTHERS_IND,MFDH_OTHER,MFDH_FIELD_WATER_QLTY,MFDH_HABITAT,MFDH_LGS_HABITAT_BANK,MFDH_LGS_HABITAT_MACROPHYTE,MFDH_LGS_HABITAT_SNAG,MFDH_LGS_HABITAT_SUBSTRATE,MFDH_BOTTOM_TYPE,MFDH_DOMINANT_SUBSTRATE,MFDH_WATER_CLARITY_DRIVER,MFDH_MACRO_COMMENT,CREATE_DATE,END_DATE,UPDATE_DATE,UPDATED_BY_GUID
6840,11-PUTA-1.0_20120702,Kick: Standard,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Very good,Adequate,,,,,,,,Site is in a pristine setting but does drain a significant beaver pond\meadow.,,,,
6841,11-SCHR-2.6_20120702,Kick: Standard,,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,Poor,Adequate,,,,,,,,Site has storm drain with milky tinge and solvent smell. Called region to assist. Rob Streeter sent crew to investigate.,,,,
6842,11-SCHR-3.2_20120702,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,Good,Adequate,,,,,,,,"Invertebrate fauna looks better than down stream does. There are fewer scuds and caddis here, not as enriched. However, for the habitat one would expect even better.",,,,
6843,11-STEW-2.3_20120702,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Very good,Adequate,,,,,,,,"Beautiful stream. Bridge is out, looks recent. Stream must have hit it hard during Irene and Lee last year. Community shows no sign of storm impact.",,,,
6844,11-STOE-1.6_20120702,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Tipulidae,Very good,Adequate,,,,,,,,Moved site to 5 meters downstream of bridge. Upstream at location of coordinates is wetland,,,,
6845,11-STOP-0.1_20120702,Kick: Standard,,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Tipulidae,Good,Adequate,,,,,,,,Stream is very small and is the outlet of a rather large pond just upstream. Faunal community looks poor. Habitat is good but it could be influenced by the pond.,,,,
6846,11-TWNS-0.2_20120702,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Very good,Adequate,,,,,,,,Caddis very abundant! Huge Corydalus and lots of them.,,,,
6847,11-BOLT-0.1_20120703,Kick: Standard,,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,Good,,,,,,,,,In village minty banks biting dobson,,,,
6849,11-DERC-2.7_20120703,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Atherix,Very good,,,,,,,,,Nice pristine  ph readings may be suspect,,,,
6850,11-MILW-2.4_20120703,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Very good,,,,,,,,,DIDYMO WARNING ON TREE BIG POISON IVY  BUT NICE SPOT,,,,
6851,11-TBRK-7.9_20120703,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Atherix,Very good,,,,,,,,,Tough kick heavy cobbble rock very big rock djnstrm,,,,
6852,11-UHUD-98.3_20120703,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Very good,Adequate,,,,,,,,Nice area easy access  good bugs big dobsons baetiscid mayfly,,,,
6853,11-BATT-13.1_20120705,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Very good,Adequate,,,,,,,,,,,,
6854,11-BATT-28.6_20120705,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,Very good,Adequate,,,,,,,,,,,,
6855,11-CAMD-1.2_20120705,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,Very good,,,,,,,,,Very nice stream cold !  Good bugs Nice property owner,,,,
6857,11-FISC-3.8_20120705,Kick: Standard,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,Good,,,,,,,,,Bedrock over much of area loose cobble inbetween  channel ledges,,,,
6858,11-HOOS-12.6_20120705,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Good,,,,,,,,,Looks enriched many many isonychia we are below the dam,,,,
6859,11-HOOS-35.3_20120705,Kick: Standard,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,Good,,,,,,,,,,,,,
6860,11-LHOO-0.1_20120705,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Atherix,Very good,,,,,,,,,,,,,
6861,11-LHOO-8.6_20120705,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Tipulidae,Very good,,,,,,,,,,,,,
6862,11-NIPO-1.7_20120705,Kick: Standard,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Good,,,,,,,,,Mostly bedrock  sample taken in small pockets of rubble and gravel,,,,
6863,11-OWL-3.6_20120705,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Very good,,,,,,,,,,,,,
6864,11-SNOK-9.9_20120705,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,Very good,,,,,,,,,Car battery dumped at site,,,,
6865,11-SNOK_N-2.4_20120705,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,Good,,,,,,,,,,,,,
6866,11-WALL-6.2_20120705,Kick: Standard,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,Good,,,,,,,,,Large mats of bubbly filamentous algae just below riffle where sample taken . We are below Bennington STP,,,,
6867,11-WHIP-0.1_20120705,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Tipulidae,Very good,,,,,,,,,,,,,
6919,02-GOOS-2.9_20120717,Kick: Standard,,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,Poor,Adequate,,,,,,,,"Dirty site, quite turbid and slow, low water, fish site",,,,
6920,02-STIL-7.2_20120717,Kick: Standard,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Poor,,,,,,,,,Bull,,,,
6921,02-CHAD-2.2_20120718,Kick: Standard,,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Good,Impoundment,,,,,,,,"Very dirty site, huge carp at smalll impoundment, tons of hydropsycids",,,,
6922,02-CLER-1.3_20120718,Kick: Standard,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Very good,Gravel,,,,,,,,Lots of filamentous algae on gravel substrate. In agricultural district.,,,,
6923,02-ENSH-0.4_20120718,Kick: Standard,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Very good,Headwater,,,,,,,,"Very small headwater site, did fish and will have low diversity cause of headwater status",,,,
6928,02-WANG-20.9_20120718,Kick: Standard,,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,Good,Adequate,,,,,,,,"Another ugly site, enriched",,,,
6929,02-ALGY-20.3_20120719,Kick: Standard,,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,Poor,Adequate,,,,,,,,Many  oligochaetes in net heavy algae on rocks,,,,
6930,02-BLHL-0.5_20120719,Kick: Standard,,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Tipulidae,Good,Adequate,,,,,,,,Conductance extremely high. Smell of petroleum products in the air and slight oil sheen on the water surface.,,,,
6931,02-LGEN-3.6_20120719,Kick: Standard,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Very good,Adequate,,,,,,,,"Warm site with pteronarcys, div erse community at a place that didnt look good, not much riffle",,,,
6932,10-ADKS12_2000-2.7_20120723,Kick: Standard,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Very good,Headwater,,,,,,,,,,,,
6933,10-ADKS12_257-0.7_20120723,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Tipulidae,Very good,,,,,,,,,,,,,
6934,10-ADKS12_276-1.4_20120723,Kick: Standard,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Tipulidae,Very good,,,,,,,,,Good bugs,,,,
6935,11-ANTH-1.0_20120724,Kick: Standard,,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,Poor,Adequate,,,,,,,,,,,,
6936,11-KAYD-7.5_20120724,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,Very good,,,,,,,,,,,,,
6937,11-SCHY-0.5_20120724,Kick: Standard,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"Tipulidae, leeches",Poor,Low flow,,,,,,,,,,,,
6939,11-TRLK-0.5_20120724,Kick: Standard,,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Tipulidae,Good,Adequate,,,,,,,,Significant moss,,,,
6942,13-VDER-2.4_20120724,Kick: Standard,,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Good,,,,,,,,,Ponded wetland on one side of road but fiffle on other side,,,,
6943,11-ESTN-3.4_20120725,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Tipulidae,Very good,,,,,,,,,Nice bug community. Moved site 250m downstream  due to bridge closure. Possible influence from other trib/stream.,,,,
6944,11-KYET-0.5_20120725,Kick: Standard,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Good,Adequate,,,,,,,,New bridge recently completed,,,,
6945,11-KYET-7.5_20120725,Kick: Standard,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Very good,Adequate,,,,,,,,Nice bug community,,,,
6946,12-PELA-2.2_20120725,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Tipulidae,Very good,Adequate,,,,,,,,,,,,
6947,11-SACN-38.0_20120725,Kick: Standard,,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Good,Adequate,,,,,,,,,,,,
7019,11-ANTH-1.0_20120904,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,Poor,Adequate,,,,,,,,Lot of scuds Photo 111  and 112,,,,
7021,11-SCHR-3.2_20120905,Kick: Standard,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Very good,Adequate,,,,,,,,Photo 113 and 114,,,,
7022,11-UHUD-98.3_20120905,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Atherix,Very good,Adequate,,,,,,,,Photo 117 and 118,,,,
7023,11-BATT-9.6_20120906,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Very good,,,,,,,,,Photo 119 and 120,,,,
7024,11-FISC-3.8_20120906,Kick: Standard,,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,Good,Adequate,,,,,,,,Photo 121 and 122,,,,
7025,11-STEW-2.3_20120906,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Tipulidae,Very good,,,,,,,,,Photo 123 and 124,,,,
7026,16-BALD-0.6_20120911,Kick: Standard,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Very good,Adequate,,,,,,,,Photo 817 and 818,,,,
7027,13-BASC-4.7_20120911,Kick: Standard,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Very good,Low flow,,,,,,,,"Very low flow, difficult to kick. Water clarity is very good, not much algae even in areas of high light availability.",,,,
7028,13-BLAG-3.4_20120911,Kick: Standard,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Good,Adequate,,,,,,,,"Beautiful site, babbling brook Hydrolab lost charge, no data",,,,
7029,13-BLAG_T2-1.7_20120911,Kick: Standard,,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,Good,Adequate,,,,,,,,Worms in net,,,,
7031,13-CATS-10.9_20120911,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Very good,Adequate,,,,,,,,Water clarity is great. Significant algae build up in slack water areas. Community looks very diverse.,,,,
7032,13-CATS-32.8_20120911,Kick: Standard,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Very good,Adequate,,,,,,,,Site suffered severe disturbance during hurricane irene in 2011. Lots of channel disturbance evident. Community looks to have recovered completely.,,,,
7033,13-COBC-5.2_20120911,Kick: Standard,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Very good,Bedrock,,,,,,,,"Small little stream next to rte 81. Nice community big corydalus and paragnetina media. However, conductance is high given the habitat. My guess is road influence.",,,,
7034,13-COEY-0.3_20120911,Kick: Standard,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,Good,Bedrock,,,,,,,,Another bedrock site. Kicked in pockets of loose material. Abundant algae on substrate. Water clarity poor.,,,,
7035,13-COEY-9.5_20120911,Kick: Standard,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,Very poor,Impoundment,,,,,,,,Significant low gradient wetland habitat upstream. Conductivity very high.,,,,
7036,13-ESOP-16.1_20120911,Kick: Standard,,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,Good,Adequate,,,,,,,,,,,,
7037,16-GREE-2.5_20120911,Kick: Standard,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Tipulidae,Very good,Adequate,,,,,,,,Photo 819 820,,,,
7038,13-KIND-12.1_20120911,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Very good,Gravel,,,,,,,,Very strong current,,,,
7039,13-LWAP-7.2_20120911,Kick: Standard,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Tipulidae,Very good,Adequate,,,,,,,,Photo 822,,,,
7040,13-MILL-6.7_20120911,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Atherix, flatworms, craneflies",Very good,Adequate,,,,,,,,Lots of filamentous algae,,,,
7041,13-MURS-3.5_20120911,Kick: Standard,,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Asellidae,Poor,Gravel,,,,,,,,"Site is in the middle of an RV park. Good canopy cover, but very gravely substrate. Water clarity is terrible, surprising for the habitat.",,,,
7042,13-POST-18.4_20120911,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Craneflies,Very good,Adequate,,,,,,,,Site has been rearranged with cobble thrown up on banks; probably Irene Effect,,,,
7043,13-ROLF-2.4_20120911,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Leeches,Good,Adequate,,,,,,,,"Pictures 65,66.  Hydropschyce. A lot of filamentous",,,,
7044,13-ROND-9.9_20120911,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Very good,Adequate,,,,,,,,"Pictures 73,74.",,,,
7045,13-SPRO-16.4_20120911,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Atherix,Good,Adequate,,,,,,,,,,,,
7047,13-STOH-1.0_20120911,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,Very good,,,,,,,,,"Pictures 71,72. Access onfording place road by church",,,,
7048,13-STON-2.6_20120911,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Tipulidae,Good,Adequate,,,,,,,,Photo 815 and 816,,,,
7049,13-TAGH-9.4_20120911,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,Very good,Adequate,,,,,,,,"Pictures 62, 63 ,64",,,,
7050,16-TEN-2.5_20120911,Kick: Standard,,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,Good,Adequate,,,,,,,,,,,,
7051,13-TMIL-6.0_20120911,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Very good,Adequate,,,,,,,,"Bugs are beautiful. Lots of diversity, plenty of stoneflies and mayflies.",,,,
7052,13-VLOM-0.9_20120911,Kick: Standard,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,Poor,Bedrock,,,,,,,,"Bedrock substrate, kicked in pockets of loose material. Lots of algae covering bottom, fliamentous and diatoms. No microtox habitat.",,,,
7053,13-WALK-13.3_20120911,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,,Good,Adequate,,,,,,,,"Pictures 75,76.",,,,
7054,13-WALK-15.0_20120911,Kick: Standard,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Leeches,Good,Adequate,,,,,,,,,,,,
