"NewID","DATE_bugs","GENSPECIES","INDIV","total phi","Date_Habitat","Biological Sample","Epifaunal Substrate/Available Cover","Pool Substrate Characterization","Pool Variability","Sediment Deposition","Channel Flow Status","Channel Alteration","Channel Sinuosity","LB Stability","RB Stability","LB Vegetative Protection","RB Vegetative Protection","LB Riparian Zone Width","RB Riparian Zone Width","Comments","Site Type","WATER","DEVEL","NATURAL","FARM","WETLAND","Nat+Wetl","ELEV_M","SLOPE_PCT","DRNAREA","Condition","TOC_Percent","Notes.x","Location","Station","Direct","Name","Basin","Descript","Lat","Long","Lat/Long","Date_FieldData","Time","Bank","Macrophyte","Crew","Snags","Substrate","Reference?","% Macrophyte","Depth","Bottom type","Width","Dominant substrate","Current","Riffle present","% slope","Canopy","Land use","Temp","Algae filamentous","Algae suspended","Conduct","Notes.y","pH","DO","Photo","Photo_2","%Sat","ChlA","Water Clarity Driver","Sample Type"
"BARK-0.6","8/19/2015","Optioservus fastiditus",3,NA,"8/19/2015","Yes",8,15,10,16,12,16,10,10,10,8,8,7,8,NA,"Screening",0.1,2.7,32.8,58.6,5.8,38.6,382.50645,7.32353,1.720935,"Test",NA,NA,"BARK","0.6",NA,"Barker Creek","MOHK",NA,42.93544,-75.48775,NA,"42235","0.456944444",2,2,"JL/JD",1,2,"No",60,0.25,"Soft",1,"Sand",15,"Yes",50,NA,"Forest; res.",17.3,1,0,604,"Net jab",7.55,7.58,"14401631630001.jpg","14401631630002.jpg",79,NA,NA,"Low gradient"
"BARK-0.6","8/19/2015","Optioservus sp.",7,NA,"8/19/2015","Yes",8,15,10,16,12,16,10,10,10,8,8,7,8,NA,"Screening",0.1,2.7,32.8,58.6,5.8,38.6,382.50645,7.32353,1.720935,"Test",NA,NA,"BARK","0.6",NA,"Barker Creek","MOHK",NA,42.93544,-75.48775,NA,"42235","0.456944444",2,2,"JL/JD",1,2,"No",60,0.25,"Soft",1,"Sand",15,"Yes",50,NA,"Forest; res.",17.3,1,0,604,"Net jab",7.55,7.58,"14401631630001.jpg","14401631630002.jpg",79,NA,NA,"Low gradient"
"BARK-0.6","8/19/2015","Undetermined Tipulidae",1,NA,"8/19/2015","Yes",8,15,10,16,12,16,10,10,10,8,8,7,8,NA,"Screening",0.1,2.7,32.8,58.6,5.8,38.6,382.50645,7.32353,1.720935,"Test",NA,NA,"BARK","0.6",NA,"Barker Creek","MOHK",NA,42.93544,-75.48775,NA,"42235","0.456944444",2,2,"JL/JD",1,2,"No",60,0.25,"Soft",1,"Sand",15,"Yes",50,NA,"Forest; res.",17.3,1,0,604,"Net jab",7.55,7.58,"14401631630001.jpg","14401631630002.jpg",79,NA,NA,"Low gradient"
"BARK-0.6","8/19/2015","Undetermined Ceratopogonidae",15,NA,"8/19/2015","Yes",8,15,10,16,12,16,10,10,10,8,8,7,8,NA,"Screening",0.1,2.7,32.8,58.6,5.8,38.6,382.50645,7.32353,1.720935,"Test",NA,NA,"BARK","0.6",NA,"Barker Creek","MOHK",NA,42.93544,-75.48775,NA,"42235","0.456944444",2,2,"JL/JD",1,2,"No",60,0.25,"Soft",1,"Sand",15,"Yes",50,NA,"Forest; res.",17.3,1,0,604,"Net jab",7.55,7.58,"14401631630001.jpg","14401631630002.jpg",79,NA,NA,"Low gradient"
"BARK-0.6","8/19/2015","Simulium sp.",1,NA,"8/19/2015","Yes",8,15,10,16,12,16,10,10,10,8,8,7,8,NA,"Screening",0.1,2.7,32.8,58.6,5.8,38.6,382.50645,7.32353,1.720935,"Test",NA,NA,"BARK","0.6",NA,"Barker Creek","MOHK",NA,42.93544,-75.48775,NA,"42235","0.456944444",2,2,"JL/JD",1,2,"No",60,0.25,"Soft",1,"Sand",15,"Yes",50,NA,"Forest; res.",17.3,1,0,604,"Net jab",7.55,7.58,"14401631630001.jpg","14401631630002.jpg",79,NA,NA,"Low gradient"
"BARK-0.6","8/19/2015","Undetermined Tabanidae",3,NA,"8/19/2015","Yes",8,15,10,16,12,16,10,10,10,8,8,7,8,NA,"Screening",0.1,2.7,32.8,58.6,5.8,38.6,382.50645,7.32353,1.720935,"Test",NA,NA,"BARK","0.6",NA,"Barker Creek","MOHK",NA,42.93544,-75.48775,NA,"42235","0.456944444",2,2,"JL/JD",1,2,"No",60,0.25,"Soft",1,"Sand",15,"Yes",50,NA,"Forest; res.",17.3,1,0,604,"Net jab",7.55,7.58,"14401631630001.jpg","14401631630002.jpg",79,NA,NA,"Low gradient"
"BARK-0.6","8/19/2015","Hemerodromia sp.",1,NA,"8/19/2015","Yes",8,15,10,16,12,16,10,10,10,8,8,7,8,NA,"Screening",0.1,2.7,32.8,58.6,5.8,38.6,382.50645,7.32353,1.720935,"Test",NA,NA,"BARK","0.6",NA,"Barker Creek","MOHK",NA,42.93544,-75.48775,NA,"42235","0.456944444",2,2,"JL/JD",1,2,"No",60,0.25,"Soft",1,"Sand",15,"Yes",50,NA,"Forest; res.",17.3,1,0,604,"Net jab",7.55,7.58,"14401631630001.jpg","14401631630002.jpg",79,NA,NA,"Low gradient"
"BARK-0.6","8/19/2015","Undetermined Tanypodinae",2,NA,"8/19/2015","Yes",8,15,10,16,12,16,10,10,10,8,8,7,8,NA,"Screening",0.1,2.7,32.8,58.6,5.8,38.6,382.50645,7.32353,1.720935,"Test",NA,NA,"BARK","0.6",NA,"Barker Creek","MOHK",NA,42.93544,-75.48775,NA,"42235","0.456944444",2,2,"JL/JD",1,2,"No",60,0.25,"Soft",1,"Sand",15,"Yes",50,NA,"Forest; res.",17.3,1,0,604,"Net jab",7.55,7.58,"14401631630001.jpg","14401631630002.jpg",79,NA,NA,"Low gradient"
"BARK-0.6","8/19/2015","Polypedilum aviceps",7,NA,"8/19/2015","Yes",8,15,10,16,12,16,10,10,10,8,8,7,8,NA,"Screening",0.1,2.7,32.8,58.6,5.8,38.6,382.50645,7.32353,1.720935,"Test",NA,NA,"BARK","0.6",NA,"Barker Creek","MOHK",NA,42.93544,-75.48775,NA,"42235","0.456944444",2,2,"JL/JD",1,2,"No",60,0.25,"Soft",1,"Sand",15,"Yes",50,NA,"Forest; res.",17.3,1,0,604,"Net jab",7.55,7.58,"14401631630001.jpg","14401631630002.jpg",79,NA,NA,"Low gradient"
"BARK-0.6","8/19/2015","Polypedilum flavum",2,NA,"8/19/2015","Yes",8,15,10,16,12,16,10,10,10,8,8,7,8,NA,"Screening",0.1,2.7,32.8,58.6,5.8,38.6,382.50645,7.32353,1.720935,"Test",NA,NA,"BARK","0.6",NA,"Barker Creek","MOHK",NA,42.93544,-75.48775,NA,"42235","0.456944444",2,2,"JL/JD",1,2,"No",60,0.25,"Soft",1,"Sand",15,"Yes",50,NA,"Forest; res.",17.3,1,0,604,"Net jab",7.55,7.58,"14401631630001.jpg","14401631630002.jpg",79,NA,NA,"Low gradient"
"BARK-0.6","8/19/2015","Paratanytarsus sp.",1,NA,"8/19/2015","Yes",8,15,10,16,12,16,10,10,10,8,8,7,8,NA,"Screening",0.1,2.7,32.8,58.6,5.8,38.6,382.50645,7.32353,1.720935,"Test",NA,NA,"BARK","0.6",NA,"Barker Creek","MOHK",NA,42.93544,-75.48775,NA,"42235","0.456944444",2,2,"JL/JD",1,2,"No",60,0.25,"Soft",1,"Sand",15,"Yes",50,NA,"Forest; res.",17.3,1,0,604,"Net jab",7.55,7.58,"14401631630001.jpg","14401631630002.jpg",79,NA,NA,"Low gradient"
"BARK-0.6","8/19/2015","Heterotrissocladius sp.",2,NA,"8/19/2015","Yes",8,15,10,16,12,16,10,10,10,8,8,7,8,NA,"Screening",0.1,2.7,32.8,58.6,5.8,38.6,382.50645,7.32353,1.720935,"Test",NA,NA,"BARK","0.6",NA,"Barker Creek","MOHK",NA,42.93544,-75.48775,NA,"42235","0.456944444",2,2,"JL/JD",1,2,"No",60,0.25,"Soft",1,"Sand",15,"Yes",50,NA,"Forest; res.",17.3,1,0,604,"Net jab",7.55,7.58,"14401631630001.jpg","14401631630002.jpg",79,NA,NA,"Low gradient"
"BARK-0.6","8/19/2015","Rheotanytarsus pellucidus",15,NA,"8/19/2015","Yes",8,15,10,16,12,16,10,10,10,8,8,7,8,NA,"Screening",0.1,2.7,32.8,58.6,5.8,38.6,382.50645,7.32353,1.720935,"Test",NA,NA,"BARK","0.6",NA,"Barker Creek","MOHK",NA,42.93544,-75.48775,NA,"42235","0.456944444",2,2,"JL/JD",1,2,"No",60,0.25,"Soft",1,"Sand",15,"Yes",50,NA,"Forest; res.",17.3,1,0,604,"Net jab",7.55,7.58,"14401631630001.jpg","14401631630002.jpg",79,NA,NA,"Low gradient"
"BARK-0.6","8/19/2015","Nilotanypus sp.",2,NA,"8/19/2015","Yes",8,15,10,16,12,16,10,10,10,8,8,7,8,NA,"Screening",0.1,2.7,32.8,58.6,5.8,38.6,382.50645,7.32353,1.720935,"Test",NA,NA,"BARK","0.6",NA,"Barker Creek","MOHK",NA,42.93544,-75.48775,NA,"42235","0.456944444",2,2,"JL/JD",1,2,"No",60,0.25,"Soft",1,"Sand",15,"Yes",50,NA,"Forest; res.",17.3,1,0,604,"Net jab",7.55,7.58,"14401631630001.jpg","14401631630002.jpg",79,NA,NA,"Low gradient"
"BARK-0.6","8/19/2015","Stempellinella sp.",5,NA,"8/19/2015","Yes",8,15,10,16,12,16,10,10,10,8,8,7,8,NA,"Screening",0.1,2.7,32.8,58.6,5.8,38.6,382.50645,7.32353,1.720935,"Test",NA,NA,"BARK","0.6",NA,"Barker Creek","MOHK",NA,42.93544,-75.48775,NA,"42235","0.456944444",2,2,"JL/JD",1,2,"No",60,0.25,"Soft",1,"Sand",15,"Yes",50,NA,"Forest; res.",17.3,1,0,604,"Net jab",7.55,7.58,"14401631630001.jpg","14401631630002.jpg",79,NA,NA,"Low gradient"
"BARK-0.6","8/19/2015","Rheotanytarsus exiguus gr.",7,NA,"8/19/2015","Yes",8,15,10,16,12,16,10,10,10,8,8,7,8,NA,"Screening",0.1,2.7,32.8,58.6,5.8,38.6,382.50645,7.32353,1.720935,"Test",NA,NA,"BARK","0.6",NA,"Barker Creek","MOHK",NA,42.93544,-75.48775,NA,"42235","0.456944444",2,2,"JL/JD",1,2,"No",60,0.25,"Soft",1,"Sand",15,"Yes",50,NA,"Forest; res.",17.3,1,0,604,"Net jab",7.55,7.58,"14401631630001.jpg","14401631630002.jpg",79,NA,NA,"Low gradient"
"BARK-0.6","8/19/2015","Tanytarsus glabrescens gr.",3,NA,"8/19/2015","Yes",8,15,10,16,12,16,10,10,10,8,8,7,8,NA,"Screening",0.1,2.7,32.8,58.6,5.8,38.6,382.50645,7.32353,1.720935,"Test",NA,NA,"BARK","0.6",NA,"Barker Creek","MOHK",NA,42.93544,-75.48775,NA,"42235","0.456944444",2,2,"JL/JD",1,2,"No",60,0.25,"Soft",1,"Sand",15,"Yes",50,NA,"Forest; res.",17.3,1,0,604,"Net jab",7.55,7.58,"14401631630001.jpg","14401631630002.jpg",79,NA,NA,"Low gradient"
"BARK-0.6","8/19/2015","Tanytarsus guerlus gr.",2,NA,"8/19/2015","Yes",8,15,10,16,12,16,10,10,10,8,8,7,8,NA,"Screening",0.1,2.7,32.8,58.6,5.8,38.6,382.50645,7.32353,1.720935,"Test",NA,NA,"BARK","0.6",NA,"Barker Creek","MOHK",NA,42.93544,-75.48775,NA,"42235","0.456944444",2,2,"JL/JD",1,2,"No",60,0.25,"Soft",1,"Sand",15,"Yes",50,NA,"Forest; res.",17.3,1,0,604,"Net jab",7.55,7.58,"14401631630001.jpg","14401631630002.jpg",79,NA,NA,"Low gradient"
"BARK-0.6","8/19/2015","Cricotopus bicinctus",7,NA,"8/19/2015","Yes",8,15,10,16,12,16,10,10,10,8,8,7,8,NA,"Screening",0.1,2.7,32.8,58.6,5.8,38.6,382.50645,7.32353,1.720935,"Test",NA,NA,"BARK","0.6",NA,"Barker Creek","MOHK",NA,42.93544,-75.48775,NA,"42235","0.456944444",2,2,"JL/JD",1,2,"No",60,0.25,"Soft",1,"Sand",15,"Yes",50,NA,"Forest; res.",17.3,1,0,604,"Net jab",7.55,7.58,"14401631630001.jpg","14401631630002.jpg",79,NA,NA,"Low gradient"
"BARK-0.6","8/19/2015","Thienemanniella xena",1,NA,"8/19/2015","Yes",8,15,10,16,12,16,10,10,10,8,8,7,8,NA,"Screening",0.1,2.7,32.8,58.6,5.8,38.6,382.50645,7.32353,1.720935,"Test",NA,NA,"BARK","0.6",NA,"Barker Creek","MOHK",NA,42.93544,-75.48775,NA,"42235","0.456944444",2,2,"JL/JD",1,2,"No",60,0.25,"Soft",1,"Sand",15,"Yes",50,NA,"Forest; res.",17.3,1,0,604,"Net jab",7.55,7.58,"14401631630001.jpg","14401631630002.jpg",79,NA,NA,"Low gradient"
"BARK-0.6","8/19/2015","Cryptochironomus sp.",1,NA,"8/19/2015","Yes",8,15,10,16,12,16,10,10,10,8,8,7,8,NA,"Screening",0.1,2.7,32.8,58.6,5.8,38.6,382.50645,7.32353,1.720935,"Test",NA,NA,"BARK","0.6",NA,"Barker Creek","MOHK",NA,42.93544,-75.48775,NA,"42235","0.456944444",2,2,"JL/JD",1,2,"No",60,0.25,"Soft",1,"Sand",15,"Yes",50,NA,"Forest; res.",17.3,1,0,604,"Net jab",7.55,7.58,"14401631630001.jpg","14401631630002.jpg",79,NA,NA,"Low gradient"
"BARK-0.6","8/19/2015","Undetermined Coenagrionidae",1,NA,"8/19/2015","Yes",8,15,10,16,12,16,10,10,10,8,8,7,8,NA,"Screening",0.1,2.7,32.8,58.6,5.8,38.6,382.50645,7.32353,1.720935,"Test",NA,NA,"BARK","0.6",NA,"Barker Creek","MOHK",NA,42.93544,-75.48775,NA,"42235","0.456944444",2,2,"JL/JD",1,2,"No",60,0.25,"Soft",1,"Sand",15,"Yes",50,NA,"Forest; res.",17.3,1,0,604,"Net jab",7.55,7.58,"14401631630001.jpg","14401631630002.jpg",79,NA,NA,"Low gradient"
"BARK-0.6","8/19/2015","Undetermined Physidae",19,NA,"8/19/2015","Yes",8,15,10,16,12,16,10,10,10,8,8,7,8,NA,"Screening",0.1,2.7,32.8,58.6,5.8,38.6,382.50645,7.32353,1.720935,"Test",NA,NA,"BARK","0.6",NA,"Barker Creek","MOHK",NA,42.93544,-75.48775,NA,"42235","0.456944444",2,2,"JL/JD",1,2,"No",60,0.25,"Soft",1,"Sand",15,"Yes",50,NA,"Forest; res.",17.3,1,0,604,"Net jab",7.55,7.58,"14401631630001.jpg","14401631630002.jpg",79,NA,NA,"Low gradient"
"BARK-0.6","8/19/2015","Undetermined Planorbidae",12,NA,"8/19/2015","Yes",8,15,10,16,12,16,10,10,10,8,8,7,8,NA,"Screening",0.1,2.7,32.8,58.6,5.8,38.6,382.50645,7.32353,1.720935,"Test",NA,NA,"BARK","0.6",NA,"Barker Creek","MOHK",NA,42.93544,-75.48775,NA,"42235","0.456944444",2,2,"JL/JD",1,2,"No",60,0.25,"Soft",1,"Sand",15,"Yes",50,NA,"Forest; res.",17.3,1,0,604,"Net jab",7.55,7.58,"14401631630001.jpg","14401631630002.jpg",79,NA,NA,"Low gradient"
"BARK-0.6","8/19/2015","Undetermined Pisidiidae",5,NA,"8/19/2015","Yes",8,15,10,16,12,16,10,10,10,8,8,7,8,NA,"Screening",0.1,2.7,32.8,58.6,5.8,38.6,382.50645,7.32353,1.720935,"Test",NA,NA,"BARK","0.6",NA,"Barker Creek","MOHK",NA,42.93544,-75.48775,NA,"42235","0.456944444",2,2,"JL/JD",1,2,"No",60,0.25,"Soft",1,"Sand",15,"Yes",50,NA,"Forest; res.",17.3,1,0,604,"Net jab",7.55,7.58,"14401631630001.jpg","14401631630002.jpg",79,NA,NA,"Low gradient"
"BARK-0.6","8/19/2015","Hyalella azteca",6,NA,"8/19/2015","Yes",8,15,10,16,12,16,10,10,10,8,8,7,8,NA,"Screening",0.1,2.7,32.8,58.6,5.8,38.6,382.50645,7.32353,1.720935,"Test",NA,NA,"BARK","0.6",NA,"Barker Creek","MOHK",NA,42.93544,-75.48775,NA,"42235","0.456944444",2,2,"JL/JD",1,2,"No",60,0.25,"Soft",1,"Sand",15,"Yes",50,NA,"Forest; res.",17.3,1,0,604,"Net jab",7.55,7.58,"14401631630001.jpg","14401631630002.jpg",79,NA,NA,"Low gradient"
"BARK-0.6","8/19/2015","Undet. Tubificidae w/ cap. setae",2,NA,"8/19/2015","Yes",8,15,10,16,12,16,10,10,10,8,8,7,8,NA,"Screening",0.1,2.7,32.8,58.6,5.8,38.6,382.50645,7.32353,1.720935,"Test",NA,NA,"BARK","0.6",NA,"Barker Creek","MOHK",NA,42.93544,-75.48775,NA,"42235","0.456944444",2,2,"JL/JD",1,2,"No",60,0.25,"Soft",1,"Sand",15,"Yes",50,NA,"Forest; res.",17.3,1,0,604,"Net jab",7.55,7.58,"14401631630001.jpg","14401631630002.jpg",79,NA,NA,"Low gradient"
"BARK-0.6","8/19/2015","Undet. Tubificidae w/o cap. setae",12,NA,"8/19/2015","Yes",8,15,10,16,12,16,10,10,10,8,8,7,8,NA,"Screening",0.1,2.7,32.8,58.6,5.8,38.6,382.50645,7.32353,1.720935,"Test",NA,NA,"BARK","0.6",NA,"Barker Creek","MOHK",NA,42.93544,-75.48775,NA,"42235","0.456944444",2,2,"JL/JD",1,2,"No",60,0.25,"Soft",1,"Sand",15,"Yes",50,NA,"Forest; res.",17.3,1,0,604,"Net jab",7.55,7.58,"14401631630001.jpg","14401631630002.jpg",79,NA,NA,"Low gradient"
"BARK-0.6","8/19/2015","Ophidonais serpentina",6,NA,"8/19/2015","Yes",8,15,10,16,12,16,10,10,10,8,8,7,8,NA,"Screening",0.1,2.7,32.8,58.6,5.8,38.6,382.50645,7.32353,1.720935,"Test",NA,NA,"BARK","0.6",NA,"Barker Creek","MOHK",NA,42.93544,-75.48775,NA,"42235","0.456944444",2,2,"JL/JD",1,2,"No",60,0.25,"Soft",1,"Sand",15,"Yes",50,NA,"Forest; res.",17.3,1,0,604,"Net jab",7.55,7.58,"14401631630001.jpg","14401631630002.jpg",79,NA,NA,"Low gradient"
"BEAG-01","7/22/2015","Cheumatopsyche sp.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BEAG-01","7/22/2015","Ceratopsyche sparna",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BEAG-01","7/22/2015","Stenelmis sp.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BEAG-01","7/22/2015","Undetermined Culicidae",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BEAG-01","7/22/2015","Chironomus decorus gr.",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BEAG-01","7/22/2015","Polypedilum flavum",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
