"site_id","condition_class","basin","sample_date","arrivetime","crew","depth","width","cur_spd","algae_diaoms_presen","thickness_diatoms_present","macrophyte_pct","canopy","embeddedness","rock","rubble","gravel","sand","silt","clay","land_use","general_comment","field_water_qlty","habitat","lgs_habitat_bank","lgs_habitat_macrophyte","lgs_habitat_snag","lgs_habitat_substrate","bottom_type","dominant_substrate","water_clarity_driver","macro_comment","gradient","epifaunal_cover","embeddedness_pooling","velocity_depth_regime","sediment_deposition","flow_status","channel_alteration","riffle_bend_frequency","left_bank_stability","right_bank_stability","left_bank_veg","right_bank_veg","left_bank_veg_zone","right_bank_veg_zone","habitat_comment","temp","spcond","do_conc","do_pct_sat","ph","salinity","photo","photo_2","ref_field_yn","riffle_present","chl_a","site_condition_v1","site_condition_v2","site_condition_notes","microtox","pht_id_up","pht_id_dwn","hab_present","biosample","habitat_total_score","landcover_nat_pct","landcover_dev_pct","landcover_ag_pct","landcover_water_pct","landcover_agdev_pct","PC1"
"02-BLBA-0.4","2",2,2016-08-31,"13:52","Lope, Heitz",1,5,NA,NA,NA,50,18,NA,NA,NA,NA,NA,NA,NA,"Agriculture","Low gradient",NA,"Other",2,2,2,2,"Hard","Gravel","Turbidity",NA,NA,16,17,13,15,15,18,14,9,9,9,9,10,10,NA,21.1,387,4.7,52,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"14731747070009.jpg","14731747070010.jpg",NA,1,164,42.4815585398146,22.1108379042935,35.161717420087,0.245886135804804,57.2725553243805,0.0937771516273718
"02-CASS-25.6","1",2,2016-08-31,"12:21","Duffieber",1,10,5,NA,NA,20,8.5,NA,NA,NA,NA,NA,NA,NA,"Agriculture","Low gradient sample",NA,NA,2,2,2,2,"Soft","Silt","Turbidity",NA,NA,17,12,16,18,20,19,19,10,5,10,7,10,10,NA,22.3,284,4.5,55,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"14731790090011.jpg","14731790090012.jpg",NA,1,173,70.4831207110947,3.41679587753368,25.1989335625867,0.901149848784906,28.6157294401204,1.32574528024371
"02-CASS-33.3","2",2,2016-08-31,"11:47","Duffieber",1,4,0,NA,NA,10,16,NA,NA,NA,NA,NA,NA,NA,"Agriculture","Low gradient site",NA,NA,2,2,2,2,"Soft","Silt","Turbidity",NA,NA,13,13,10,15,NA,18,20,4,9,4,9,0,2,NA,18.5,401,3.7,40,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"14731790090013.jpg","14731790090014.jpg",NA,1,117,60.0241886716388,5.58556742592219,32.007659746019,2.38258415642008,37.5932271719412,0.196746916199275
"02-RAWS-0.8","1",2,2016-08-30,"13:06","Mosher smith",0.2,4,0,60,2,30,4,30,0,50,20,10,20,NA,"Forest","Sheen on water, water scorpion, hard bottom",NA,"Low flow",2,2,2,2,"Hard","Gravel","DOC",NA,NA,15,18,17,14,18,17,15,8,9,7,8,3,8,NA,23.4,304,5.3,62,7.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,1,"14728238780037.jpg","14728238780038.jpg",NA,1,157,77.2955076997844,1.69182638277192,20.6998147191933,0.312851198250463,22.3916411019652,1.32252775208179
"03-BEAG-1.8","3",3,2015-07-22,"09:26","JL/JD",1,4,2,NA,NA,10,96,NA,NA,NA,NA,NA,NA,NA,"AG","Nearly still water",NA,NA,2,2,2,2,"Soft","Sand","Turb",NA,NA,7,8,1,6,12,15,9,8,7,7,8,4,6,NA,19,820,4.69,49,7.78,NA,"14377589820009.jpg","14377589820010.jpg","No","No",NA,"test","test",NA,NA,NA,NA,NA,NA,NA,39.2607827239109,4.1509284711373,56.5606027646489,0.0276860403029644,60.7115312357862,-1.5910094621084
"03-BEEK-4.5","2",3,2016-08-17,"10:31","Lojp heitzman mosher onion",0.5,4,0,100,2,50,68,NA,NA,NA,NA,NA,NA,NA,"Agriculture","Swampy, may be impounded downstream of road Done for Permits section info",NA,"Low flow",2,2,2,2,"Soft","Silt","Turbidity",NA,NA,8,13,15,12,18,13,15,7,10,10,10,6,10,NA,22.5,615,1.9,23,7.6,0.3,NA,NA,NA,NA,NA,NA,NA,NA,0,"14716173550003.jpg","14716173550004.jpg",NA,1,147,45.7723163122374,5.74939513561696,48.4782885521457,0,54.2276836877627,-0.487279658655787
"03-CHMO-8.6","2",3,2015-07-21,"16:23","A. Smith; R. Smith",1,15,10,NA,NA,100,0,NA,NA,NA,NA,NA,NA,NA,"Agricultural","Very little flow; had to move the site upstream from original coordinates due to access",NA,NA,2,2,2,2,"Very soft","Clay","Susp Algae",NA,NA,15,10,7,5,17,15,13,8,8,8,8,8,8,NA,23,506,1.2,13,7.2,NA,"14377607730005.jpg","14377607730006.jpg","No","No",NA,"test","test",NA,NA,NA,NA,NA,NA,NA,44.5713236644024,5.61042775839912,49.3133835138608,0.504865063337617,54.9238112722599,-0.851846480908833
"03-EMIL_E_T6-0.4","3",3,2015-07-08,"09:32","BDuffy;RSmith",0.2,1,0,NA,NA,100,2,NA,NA,NA,NA,NA,NA,NA,"Agricultural","Mayfly found. May dry up during summer",NA,NA,2,2,0,2,"Hard","Gravel","Turb",NA,NA,11,5,2,17,14,7,3,8,7,3,3,2,1,"Thick mats of filamentous algae covered most of the substrate.",16.47,802,7.19,73.8,7.33,NA,"14363970980007.jpg","14363970980008.jpg","No","No",3.49,"test","test",NA,NA,NA,NA,NA,NA,NA,31.3953488372093,7.23514211886305,61.3695090439276,0,68.6046511627906,-2.44476876215463
"03-FOMI-5.5","3",3,2015-07-21,"12:45","Heitzman; Novak",0.2,2,15,NA,NA,50,44,NA,NA,NA,NA,NA,NA,NA,"Agricul; open fields","Scuds; Isopoda; crayfish; damsels",NA,NA,2,2,0,2,"Soft","Clay","Turb",NA,NA,10,11,6,17,13,15,10,8,8,9,8,9,7,NA,21.8,908,4.7,54,7.4,NA,"14377645430001.jpg","14377645430002.jpg","No","No",NA,"test","test",NA,NA,NA,NA,NA,NA,NA,41.8515530455829,49.9798305768455,6.26260588947156,1.90601048810004,56.2424364663171,-0.874374382766171
"03-FOMI_S-0.1","2",3,2015-07-21,"13:45","heitz novak",0.2,3,0,NA,NA,0,88,NA,NA,NA,NA,NA,NA,NA,"Rural residential",NA,NA,NA,2,0,2,2,NA,"Clay","Turb",NA,NA,10,15,5,11,13,15,13,6,6,4,4,10,9,NA,23,834,6,71,7.7,NA,"14377645430003.jpg","14377645430004.jpg","No","No",NA,"test","test",NA,NA,NA,NA,NA,NA,NA,51.2148669706239,38.5121486697062,8.65700929185664,1.61597506781324,47.1691579615628,-0.537876787803749
"03-GUFF-0.9","2",3,2015-07-21,"14:34","A. Smith; R. Smith",0.3,5,10,NA,NA,100,2,NA,NA,NA,NA,NA,NA,NA,"Agricultural","Impounded by beaver dam so there is very little flow if any. Filamentous algae and macrophytes cover the entire surface area of the water.",NA,NA,2,2,2,2,"Very soft","Clay","Turb",NA,NA,17,5,3,7,17,17,10,7,7,8,8,10,10,NA,24.6,373,1.7,20,6.9,NA,"14377607730003.jpg","14377607730004.jpg","No","No",NA,"test","test",NA,NA,NA,NA,NA,NA,NA,39.1154188948307,3.31996434937611,57.4866310160428,0.0779857397504456,60.8065953654189,-0.86656622194937
"03-HRTB-2.2","3",3,2015-07-21,"12:53","A. Smith; R. Smith",0.2,3,70,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,"Agricultural and residential","Small; shallow low gradient stream with exposed roots from riparian vegetation.",NA,NA,2,2,2,2,"Soft","Sand","Turb",NA,NA,14,16,8,12,17,13,9,6,8,5,8,2,2,NA,22,718,7.1,80,7.7,NA,"14377607730001.jpg","14377607730002.jpg","No","No",NA,"test","test",NA,NA,NA,NA,NA,NA,NA,27.6710796196159,4.48132264279943,65.8835229038473,1.96407483373734,70.3648455466467,-1.48524561048954
"03-JEDO_T3-0.4","3",3,2015-07-08,"09:58","BDuffy; RSmith",0.2,0.4,0.2,NA,NA,10,3,NA,NA,NA,NA,NA,NA,NA,"Agricultural",NA,NA,NA,2,2,2,2,"Hard","Gravel",NA,NA,NA,16,5,5,15,18,17,6,8,8,7,7,3,3,NA,18.35,879,10.69,113,8.06,NA,"14363970980001.jpg","14363970980002.jpg","No","No",2.19,"test","test",NA,NA,NA,NA,NA,NA,NA,17.1957671957672,3.43915343915344,78.3068783068783,1.05820105820106,81.7460317460317,-2.11848235757067
"03-JOHN-13.7","3",3,2015-07-21,"14:53","JL/JD",3,15,5,NA,NA,10,86,NA,NA,NA,NA,NA,NA,NA,"AG","Net Jab too deep to center",NA,NA,2,1,2,2,"Very soft","Silt","Turb",NA,NA,12,2,1,12,16,12,8,3,3,5,5,3,6,NA,25,694,6.6,82.7,8.13,NA,"14377589820007.jpg","14377589820008.jpg","No","No",NA,"test","test",NA,NA,NA,NA,NA,NA,NA,36.4182025623565,6.19574383649983,57.1619263221029,0.224127279040717,63.3576701586027,-1.84236099889458
"03-MIDL-2.4","3",3,2015-07-21,"12:56","JL/JD",0.6,3,10,NA,NA,40,36,NA,NA,NA,NA,NA,NA,NA,"AG.","Small stream at culvert",NA,NA,2,2,2,2,"Soft","Silt","Turb",NA,NA,15,8,2,8,18,14,4,6,6,4,4,3,3,NA,19.3,939,3.61,39.3,7.73,NA,"14377589820005.jpg","14377589820006.jpg","No","No",NA,"test","test",NA,NA,NA,NA,NA,NA,NA,28.4602688045272,3.86701249705258,67.6727186984202,0,71.5397311954728,-2.28057750019432
"03-SAND_T21-4.0","1",3,2015-07-16,"09:39","RSmith; Jlojpsberger; CLawrence",0.3,1,0,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,"Wetlands; forest",NA,NA,NA,2,2,2,2,"Soft","Clay","DOC",NA,NA,14,14,16,15,19,20,20,9,10,10,10,10,10,NA,18.8,95,5.03,54.5,6.8,NA,"14370659950019.jpg","14370659950020.jpg","Yes","No",NA,"ref","ref",NA,NA,NA,NA,NA,NA,NA,94.5520183787332,0.525106662290778,3.80702330160814,1.1158516573679,4.33212996389892,2.68179109383141
"03-TELV-12.8","2",3,2015-07-21,"15:44","Heitz novak",0.3,3,0,NA,NA,40,55,NA,NA,NA,NA,NA,NA,NA,"Agricultural","Substrate is mainly decomposed plant matter and very sticky mud!",NA,NA,NA,2,NA,2,"Very soft","Silt","Turb",NA,NA,11,11,6,9,14,15,8,7,7,9,9,10,10,NA,24.5,739,5.1,61,7.4,NA,"14377645430005.jpg","14377645430006.jpg","No","No",NA,"test","test",NA,NA,NA,NA,NA,NA,NA,49.1469455145845,5.99889928453495,44.0286186020914,0.825536598789213,50.0275178866263,-0.72141870610185
"03-YANT_T1c-0.2","3",3,2015-07-22,"10:00","JL/JD",0.12,1,10,NA,NA,80,52,NA,NA,NA,NA,NA,NA,NA,"AG","Channel above stagnant pool; south of Srinagar 360. Micro tox sample done",NA,NA,2,2,0,2,"Hard","Sand","Turb",NA,NA,3,3,5,3,10,17,10,5,6,3,6,2,4,NA,18,779,6.45,68.6,7.46,NA,"14377589820011.jpg","14377589820012.jpg","No","No",NA,"test","test",NA,NA,NA,NA,NA,NA,NA,33.8132198297446,2.8042063094642,63.3825738607912,0,66.1867801702554,-2.39603677390686
"04-BLAK_N_T1-1.1","2",4,2019-07-23,"13:09","Conine,Lemley",0.2,3,10,NA,-9999,30,60,NA,5,0,0,0,95,0,"Agriculture","",NA,NA,2,2,2,2,"Very_soft","Silt",NA,"","Low",16,15,7,16,15,14,8,8,7,9,9,6,5,"",18,774,6.76,71.9,7.65,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.2450583472255,2.60180995475113,43.1531316980233,0,45.7549416527744,-0.497490025493447
"04-BLAK_T16-0.8","3",4,2019-07-23,"14:18","Conine,Lemley",0.1,0.5,20,0,0,10,30,NA,0,0,10,0,90,0,"Agriculture","",NA,NA,2,2,1,2,"Soft","Silt","DOC","","Low",5,8,3,11,9,6,3,6,6,4,4,5,5,"",21,627,9.12,102,8.29,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.7279939554212,2.43294295428787,57.8390630902909,0,60.2720060445788,-1.97051907639151
"04-BLAK_T7-3.0","3",4,2015-07-07,"15:50","Duffy RSmith",0.3,4,0.05,NA,NA,30,40,NA,NA,NA,NA,NA,NA,NA,"Ag","Sites flows through onstream pond just upstream",NA,NA,2,2,2,2,"Very soft","Silt","Turb",NA,NA,14,8,10,12,18,15,15,5,7,8,8,6,2,NA,25.2,970,10.2,115,7.4,NA,"14363970980023.jpg","14363970980024.jpg","No","No",5,"test","test",NA,NA,NA,NA,NA,NA,NA,38.7188323535374,51.7534968578958,9.00060814919927,0.527062639367525,60.7541050070951,-0.982422758285225
"04-BLCE-5.2","1",4,2019-07-24,"15:40","Lemley,Conine",0.8,15,25,10,1,10,20,10,0,10,0,0,90,0,"Forest","","Poor","Adequate",2,0,1,2,"Soft","Silt","DOC","","Low",12,10,12,14,14,14,7,8,8,9,8,9,8,"",23,114,8.75,102.2,7.6,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.0808296786478,1.86974232516036,20.4423079924461,0.607120003745728,22.3120503176065,1.03791456655988
"04-JCOX-4.6","3",4,2015-07-08,"14:35","BDuffy; RSmith",0.4,12,0,NA,NA,10,25,NA,NA,NA,NA,NA,NA,NA,"Forest","Bedrock substrate. Macrophage and bank is dominant habitat. Substrate sample is specific to the macrophyte beds",NA,NA,2,2,NA,2,"Hard",NA,"Turb",NA,NA,8,3,5,15,19,19,5,8,8,8,8,8,8,NA,21.58,837,10.95,125,8.09,NA,"14363970980009.jpg","14363970980010.jpg",NA,"Yes",3.9,"test","test",NA,NA,NA,NA,NA,NA,NA,18.7036464771323,7.43974042027194,73.8566131025958,0,81.2963535228677,-1.96265924246072
"04-JCOX_S-3.7","3",4,2019-07-23,"16:27","Vanvessum,Schnore",NA,NA,-5,0,0,90,20,100,1,NA,NA,NA,99,NA,"","","Very_poor","Low_flow",2,2,0,2,"Very_soft","Silt",NA,"","Low",10,10,10,20,10,10,10,6,10,10,10,5,5,"",21,901,3.8,45,7.35,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.5507246376812,12.5,63.9492753623188,0,76.4492753623188,-1.98237127517238
"04-MCMI_S-5.0","2",4,2019-07-23,"14:40","Schnore,Vanvessum",NA,4,2,NA,1,30,70,70,0,30,10,60,0,0,"Forest","","Good","Sand",2,2,2,2,"Soft","Sand","Turbidity","Low gradient sandy bottom with rubble on top









","Low",16,18,7,16,18,19,7,9,9,9,9,5,9,"",23,316,6.9,86,7.62,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.2939193933436,4.79801526002902,27.3744324299022,0.533632916725179,32.1724476899312,0.706817276196309
"04-OATK-46.2","3",4,2015-07-29,"09:15","Lojpers; Heitz; Novak; Lawrence",0.3,12,33,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,"Agricultural","Moved site from original because of highly posted area Moved less than 1 mile downstream  Took sample for Chl A",NA,NA,2,2,2,2,"Soft","Silt","Turb",NA,NA,13,12,16,8,11,16,14,5,7,5,5,4,4,NA,22.2,574,6.2,71,7.7,NA,"14383508040001.jpg","14383508040002.jpg","No","No",NA,"test","test",NA,NA,NA,NA,NA,NA,NA,42.0258016266243,5.78333043977617,52.0907063395612,0.100161594038382,57.8740367793374,-0.941166046235228
"04-SPRG-10.1","3",4,2015-07-08,"15:04","BDuffy; RSmith",0.5,3,0.1,NA,NA,70,27,NA,NA,NA,NA,NA,NA,NA,"Wetlands; forest","Entire stream channel is enclosed by 3 meter tall cat tails.",NA,NA,1,2,0,2,"Soft","Silt","DOC",NA,NA,10,8,12,9,18,18,12,9,9,9,9,9,9,NA,22.14,722,3.05,35.2,7.44,NA,"14363970980017.jpg","14363970980018.jpg","No","No",5.35,"test","test",NA,NA,NA,NA,NA,NA,NA,16.9945014454963,5.1357632787257,77.869735275778,0,83.0054985545037,-1.70165061280206
"04-WCONI-0.6","2",4,2019-07-23,"15:20","Vanvessum,Schnore",0.15,3,27.3,20,1,20,70,80,10,0,40,30,20,0,"Forest","","Good","Adequate",2,2,2,2,"Soft","Silt","Turbidity","2020-02-12 NOTE- SDG date and sample dates were entered in reverse. Corrected these and HABs IDs accordingly.","Low",15,10,10,10,17,15,5,8,10,3,9,6,10,"",22,399,5.8,70,7.44,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.143082536239,4.69874765802189,30.9782072773888,0.179962528350261,35.6769549354107,0.243040749623288
"04-WDIT-0.1","3",4,2019-07-24,"12:00","Heitzman,Nichols",0.5,5,30,NA,-9999,10,80,NA,0,0,0,0,15,85,"Agriculture","",NA,NA,2,0,2,2,"Very_soft","Clay","Turbidity","Took 3 of 4 low gradient habitats Only tiny macrophytes, none in water anymore","Low",5,5,7,8,7,17,11,4,3,9,2,9,2,"",20,562,6.94,76.7,7.75,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5497960393977,5.55862765369173,50.8611224645173,0.0304538423933514,56.419750118209,-1.32123007768634
"04-WMRSG-0.2","1",4,2019-07-25,"10:18","Conine,Lemley",0.5,6,10,20,3,20,10,NA,0,0,15,0,85,0,"Forest","","Good","Adequate",2,2,2,2,"Soft","Silt","Turbidity","Low gradient. Sampled above Wag Trail walking bridge in nature preserve.","Low",20,18,15,20,15,20,20,10,10,10,10,10,10,"",20,129,7.52,81.8,7.24,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.4338444065872,1.65247018739353,36.9136854060193,0,38.5661555934128,1.52583225253817
"05-CAMB-11.2","1",5,2015-06-15,"15:36","Rsmith; AJSmith; Emosher",0.2,2,10,NA,NA,10,36,NA,NA,NA,NA,NA,NA,NA,"Agriculture","Water clarity is very poor due to recent rains and higher water. If this site looks odd it could be its normally more high gradient. Also chlorophyl a is very high but I am guessing it is due to turbidity not algae.",NA,NA,2,2,2,2,"Soft","Silt","Turb",NA,NA,17,15,16,14,18,18,18,9,9,9,9,9,9,NA,19,136,7.5,82,6.7,NA,"Yes",NA,"No","Yes",2.9,"test","test",NA,NA,NA,NA,NA,NA,NA,53.968253968254,1.62800162800163,43.956043956044,0.447700447700448,45.5840455840456,1.23142553811848
"05-CBRO-1.8","3",5,2017-08-28,"14:20","Mosher heitzman",0.8,10,10,0,NA,60,41,NA,NA,NA,NA,NA,NA,NA,"Residential","Nice low gradient site, not gross",NA,"Adequate",2,2,2,2,"Soft","Silt","Turbidity",NA,NA,18,18,15,16,17,17,16,4,9,6,9,2,4,NA,15.5,706,6.3,64,7.2,0.36,NA,NA,NA,NA,NA,NA,NA,NA,0,"15040392720003.jpg","15040392720004.jpg",0,1,151,17.8124612907222,74.9783228044098,7.13489409141583,0.0743218134522482,82.1132168958256,-0.989145846258426
"05-STEO-35.7","2",5,2017-08-09,"11:56","Smith, Duffy",0.5,15,17,100,3,30,6,75,5,10,25,10,50,0,"Agriculture","Low gradient stream","Good","Other",2,2,2,2,"Soft","Silt","Turbidity",NA,NA,16,15,4,3,18,14,5,3,4,5,5,8,3,NA,20,635,6.7,76,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"15027233130033.jpg","15027233130034.jpg",0,1,103,63.9162045299381,6.07924397225982,29.7344560361245,0.270095461677586,35.8137000083843,-0.58820576278483
"05-WINI_T2-1.2","2",5,2015-06-15,"15:51","Rsmith; AJSmith; Emosher",0.09,1.5,0,NA,NA,25,8,NA,NA,NA,NA,NA,NA,NA,"Residential","Narrow low gradient site.",NA,NA,2,2,2,2,"Hard","Clay","Turb",NA,NA,10,6,5,14,16,12,6,4,7,6,7,4,7,NA,13.6,380,5.9,57,7.1,NA,"Yes",NA,"No","No",0.29,"ref","test","High cond, low DO. Consistent outlier in plots. Lots of Cragonyx, showing low WQ. Also lots of Limnephilus. These two dominate here.",NA,NA,NA,NA,NA,NA,83.5477707006369,7.94904458598726,8.5031847133758,0,16.4522292993631,0.590046864659112
"06-FABS-5.0","2",6,2015-07-03,"13:25","RSmith;JLopsberger",0.5,12,70,NA,NA,20,15,NA,NA,NA,NA,NA,NA,NA,"Wetland; agriculture","Braided. Heavy sediment deposits.",NA,NA,2,2,2,2,"Hard","Gravel",NA,NA,NA,19,12,18,7,19,19,16,9,9,9,9,9,9,"Near culvert it is very silty. 30 meters up it becomes more gravel bottomed",14.55,560,10.82,106.2,7.66,NA,"14359571840007.jpg","14359571840008.jpg","No","No",0.14,"test","test",NA,NA,NA,NA,NA,NA,NA,35.4523227383863,6.00874268355931,57.4572127139364,1.08172186411795,63.4659553974957,-0.299251699071637
